tax_id	abundance	superkingdom	phylum	class	order	family	genus	species	estimated counts
602692	0.947071431795951	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Vitis_vinifera	60554.80027760131
237950	0.0004754513213102514	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Vitis_vinifera	30.399882033256166
325194	0.0006537455667995446	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Vitis_vinifera	41.79983779559608
1592448	0.0013763117971816888	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus_thracensis	88.0
180801	0.018308484670506997	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Rickettsiella	uncultured_bacterium	1170.6262013475468
1857507	0.0017262359225582676	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Rickettsiella	uncultured_bacterium	110.37379865245308
1823774	0.0001932819517887721	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured_bacterium	12.3582547154223
1213920	0.0005065642776527174	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured_bacterium	32.389213348837096
1207089	0.0005596034815498602	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured_bacterium	35.780487006816514
1213606	0.0015644521464661834	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	100.0295057929013
1213381	0.0006743350082832363	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	43.11630609462184
1212424	0.0006082241190029304	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	38.88924194492837
1216245	0.0007277056770360312	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	46.5287732840068
201354	0.00039742086692144685	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Incertae_Sedis	Enterobacter_sp.	25.41069281009039
2203112	0.00044936717838590554	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	28.732088018816416
1615932	0.00026347067250164456	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	16.846051329082652
834553	0.0003103434095333035	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	uncultured_bacterium	19.843047262149895
1613276	0.00025956401810939733	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	16.596263753896757
2218619	0.00022201357017518546	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	14.195325663431182
419955	0.00030629281666343414	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	19.584056404643317
418764	0.00027063876618020583	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	17.30437207079618
420120	0.000349508517414058	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	22.347225094937453
1612960	0.0005239980835662226	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	33.50391346514071
1876197	0.0004352826360821823	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	27.831536468458655
457389	0.0005210402841239621	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	33.31479472660201
457621	0.0003006860782175306	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	19.22556715515069
1820037	0.0002653484576848364	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	16.966115035910757
957913	0.00031627783941123394	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	uncultured_Lactococcus	20.222488774114886
2173481	0.0007900938838798524	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia-Obesumbacterium	Enterobacteriaceae_bacterium	50.517812841393884
2177491	0.00025111462683597476	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia-Obesumbacterium	Enterobacteriaceae_bacterium	16.05601812526539
519132	0.00020331882806357823	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Syzygium_luehmannii	13.000002547557129
92820	0.00037535776286773333	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_agglomerans	24.0
2210730	0.0005004770171569777	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea_davisae	31.999999999999996
648694	0.0005004770171569777	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_tasmaniensis	31.999999999999996
119061	0.0004626039850440532	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_persicina	29.578436199731716
1585445	0.0004626039850440532	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	uncultured_Erwinia	29.578436199731716
221257	0.0010925485531011144	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unidentified	69.85646193673216
286509	0.0004227381691454328	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	uncultured_bacterium	27.02945579698983
