tax_id	abundance	superkingdom	phylum	class	order	family	genus	species	estimated counts
602692	0.9541834580269921	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Vitis_vinifera	51892.31318133994
325194	0.0006848324116882553	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Vitis_vinifera	37.24392587725408
237950	0.0005046133559814631	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Vitis_vinifera	27.442892751695886
1216245	0.0004174229336889507	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	22.701128825739893
1213381	0.0004174229336889507	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	22.701128825739893
1212089	0.0004174229336889507	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	22.701128825739893
1212424	0.0004174229336889507	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	22.701128825739893
1599328	0.0003007338053913593	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	16.355107272403686
1207419	0.0004174229336889507	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium	22.701128825739893
1926286	0.0005925947793908136	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.	32.22767448239001
2093584	0.0005867824013773707	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.	31.911574116506927
1209270	0.0008274492497793469	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured_bacterium	45.0
180801	0.024090125544536652	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Rickettsiella	uncultured_bacterium	1310.1173876140813
1857507	0.0015056379153044449	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Rickettsiella	uncultured_bacterium	81.88261238591693
174517	0.002592674315975287	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	[Pseudomonas]_geniculata	141.0
237860	0.0007171226831421007	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Plasmopara_viticola	39.0
765524	0.0004318314320045392	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	23.48472059813486
119061	0.00026664239524635635	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_persicina	14.501080023077844
1585445	0.00026664239524635635	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	uncultured_Erwinia	14.501080023077844
837974	0.00036445448950437167	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	19.820492957205747
648694	0.0003861429832303619	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_tasmaniensis	21.0
